"uri","indexed_at","text","like_count","reply_count","repost_count"
"at://did:plc:h72xoupcraxywl7nyxts534e/app.bsky.feed.post/3mjy3uesxd723",2026-04-21 04:00:28.648,"Stuck in an almighty climate change metaphor at Acocks Green Village, Westley Rd.",0,0,0
"at://did:plc:ni6cl7jipinqldoyowqlbrwp/app.bsky.feed.post/3mjy3u3bjvo2c",2026-04-21 04:00:20.147,"This northern Yukon island shows how thawing permafrost is transforming the Arctic

https://www.newsbeep.com/au/620569/

Thawing permafrost on a small island off the Yukon’s north coast is shedding light on how climate change…",0,0,0
"at://did:plc:r3w3rgxz66r5ei6zdqrf7p7c/app.bsky.feed.post/3mjy3s7htme2d",2026-04-21 03:59:15.946,"the world has ended. a jury of squirrels judging us for climate change rule the remaining humanity. I must exit through the ceiling fan during a family argument!",0,0,0
"at://did:plc:prhg7e4i6rmbpzhxgb4vdc36/app.bsky.feed.post/3mjy3ntg5zc26",2026-04-21 03:56:50.634,"Man swept away by climate change floods in New Zealand #ClimateCrisis    www.theguardian.com/weather/2026...",0,0,0
"at://did:plc:ljxsghpmesmkk4klgtrblerc/app.bsky.feed.post/3mjy36f2z4s2q",2026-04-21 03:48:11.148,"Turns out he’s a total creep. Has absolutely no idea about climate change. He’s bought and paid for. He’s rot.",1,0,0
"at://did:plc:dxguyrkf5lsx2s6swzrkc33h/app.bsky.feed.post/3mjy354az6n2x",2026-04-21 03:47:28.651,"It looks pretty devoid to me.  We cannot keep restoring the corals only to have them decimated by climate change we have let the petrol industry cater to us.",3,1,0
"at://did:plc:aqd7t6saizchomno5nfro5go/app.bsky.feed.post/3mjy33yzysc2r",2026-04-21 03:46:51.844,"TRENDS joins UAE Agricultural Conference and Exhibition 2026 as knowledge partner

ADM NEWS | TRENDS Research and Advisory is participating as a knowledge partner in the second edition of the UAE Agricultural Conference and Exhibition 2026, organised by the Ministry of Climate Change and…",0,0,0
"at://did:plc:qc3tloimlcm7pyxez6svrzcu/app.bsky.feed.post/3mjy2yq6oks2p",2026-04-21 03:45:03.352,"This is global climate change happining in Michigan this year. 100 year events. Ice storms and flooding.",0,0,0
"at://did:plc:cmblhorgqgtmfpzczfisptpi/app.bsky.feed.post/3mjy2yc52uk2k",2026-04-21 03:44:50.25,"More depressing climate change news.",0,0,0
"at://did:plc:msibbasr2pn5aaw6b447wda4/app.bsky.feed.post/3mjy2qar2se2y",2026-04-21 03:40:17.051,"Your smartwatch is lying to you about your fitness. Here’s how

https://www.europesays.com/uk/908014/

Your support helps us to tell the story From reproductive rights to climate change to Big Tech, The…",0,0,0
"at://did:plc:vizwdor43adw3277u2kkrssd/app.bsky.feed.post/3mjy2pzkby22c",2026-04-21 03:40:10.245,"Asian shares are mixed and oil prices slip as talks on ending Iran war in doubt

https://www.europesays.com/uk/908087/

Your support helps us to tell the story From reproductive rights to climate change to Big Tech, The…#uk #news #uknews",0,0,0
"at://did:plc:wj2pnaoc7netv3ds2plevoss/app.bsky.feed.post/3mjy2otbd4s2b",2026-04-21 03:39:29.747,"I'm attending Climate Action Campaign's event, “Townhall with Rep. Jayapal - No Denying Climate Change” - sign up now to join me!  www.mobilize.us/climateactio...",0,0,0
"at://did:plc:ci2qws4rp6446ijdpjzndhf6/app.bsky.feed.post/3mjy2nbt3rm2r",2026-04-21 03:38:36.945,"Carbon in India’s forests expected to grow as temperatures rise and rainfall increases: Study

Carbon stored in India's forests is expected to grow as temperatures and rainfall increase due to climate change, a new study has found. The largest gains in carbon biomass are expected to occur in desert…",0,0,0
"at://did:plc:7pmufqdbvfsyx3r7tjvqx37p/app.bsky.feed.post/3mjy2doadjc2n",2026-04-21 03:33:13.274,"survive that we need to start investing in adaption and mitigation yesterday while rehabilitating wilderness and natural carbon sinks asap.

Everyone's understanding of climate change is stuck in 2016 for some reason. Our models have collapsed, we are well past RCP 8.5 even. 2023 marked the start",2,1,0
"at://did:plc:g4azwgtgomucamnioxgnm5jb/app.bsky.feed.post/3mjy2lqdd4325",2026-04-21 03:37:44.951,"Climate change is like a massive game of chance, where the stakes are our future 🌎. If we don't act now, it's just another Tuesday for us - but if we do, imagine the possibilities: cleaner air, oceans free of plastic, and communities thriving with...

♻️ Eco Tips",0,0,0
"at://did:plc:mpoxsaax7r5rs2tgeh56nqhn/app.bsky.feed.post/3mjy26yse3c23",2026-04-21 03:30:42.947,"""This Is What Climate Change Looks Like Right Now"" | My interview earlier today with the great @thomhartmann.skystack.xyz: www.youtube.com/watch?v=YXVW...",76,2,41
"at://did:plc:g4azwgtgomucamnioxgnm5jb/app.bsky.feed.post/3mjy2hnyxlh2s",2026-04-21 03:35:28.25,"Climate change isn't just an environmental issue, it's also a human rights one. Rising temperatures and more frequent natural disasters disproportionately affect the world's most vulnerable people. We must act to protect their lives and livelihoods 💚

♻️ Eco Tips",0,0,0
"at://did:plc:4ghqaphkg2binb2afeymno76/app.bsky.feed.post/3mjy2652hmn2w",2026-04-21 03:30:10.348,"Emma Raducanu withdraws from Madrid Open as tennis absence continues

https://www.europesays.com/spain/8664/

Your support helps us to tell the story From reproductive rights to climate change to Big Tech, The…",0,0,0
"at://did:plc:pnekui735ozwa37seh3c7lnl/app.bsky.feed.post/3mjy255lzw22f",2026-04-21 03:29:36.153,"But why would they need this kind of legislation when climate change is fake. Hmmmmmm",2,0,0
"at://did:plc:g4azwgtgomucamnioxgnm5jb/app.bsky.feed.post/3mjy2d44gcm2z",2026-04-21 03:32:55.251,"Climate change isn't just about politics, it's about human lives and the future we leave behind - every decision matters, especially when our communities are already being hurt by rising temperatures.

♻️ Eco Tips",0,0,0
"at://did:plc:g4azwgtgomucamnioxgnm5jb/app.bsky.feed.post/3mjxzz3xbch2m",2026-04-21 03:27:20.058,"Reduce reuse recycle - it's the best way to fight climate change! Ditch single-use plastics and adopt a zero-waste lifestyle that benefits both people and the planet. Every small step counts 🌎

🌎 Join our movement",0,0,0
"at://did:plc:tkh4zxqphmui3z6v2pmwfutt/app.bsky.feed.post/3mjxzmix6ek2w",2026-04-21 03:20:30.149,"#climate #change Links to CLIMATE CHANGE and REWILDING NATURE #global #warming #extreme #weather #nature 
tom-gillispie.blogspot.com/2022/05/chan...",1,0,0
"at://did:plc:g4azwgtgomucamnioxgnm5jb/app.bsky.feed.post/3mjxztkfc6m2t",2026-04-21 03:24:13.352,"I'm so sorry to hear that Lori Chavez was ousted from her position. It's completely unacceptable for a cabinet member who has dedicated their life to fighting climate change to be thrown out. She deserves better! 🌎",0,0,0
"at://did:plc:plesr5nocfv57mvncbhyrjan/app.bsky.feed.post/3mjxzbzpqzk2r",2026-04-21 03:14:31.056,"""Manhunt allowed me the opportunity to entertain and engage audiences whilst also commenting on social issues affecting Australia currently including the cost of living crisis, the housing crisis, homelessness and climate change."" Manhunt writer and director, Rafael Star.",0,0,0
"at://did:plc:wgxzl3nr2r74ernvmqnqzsnl/app.bsky.feed.post/3mjxz5tqzak24",2026-04-21 03:12:06.45,"Are Vegetable Oils High Carbon & Bad For Climate Change?

cleantechnica.com/2026/04/20/a...

#ClimateChange #VegetableOils #GHGEmissions #FMD #Sustainability",0,0,0
"at://did:plc:5j6cqgersfkfvh4dugc3hsfo/app.bsky.feed.post/3mjxz3zmqwc2n",2026-04-21 03:11:04.549,"Its the definition of the doomsday clock hastening to strike midnight. Any nation tying its dollar and economy to oil/fossil fuels, associated forever wars and militarisation attracting arms dealing with child sex trafficking and accelerating climate change is dooming the world",0,0,0
"at://did:plc:raivznjp5cidmyfnez2wps2o/app.bsky.feed.post/3mjxz24igf22t",2026-04-21 03:10:02.645,"There's been almost weekly death and destruction from climate change this year in NZ but our press are still more interested in political gossip.

Yes, we can focus on two things at once but we're getting the ratios wrong at a terrible cost to our future #nzpol",8,0,0
"at://did:plc:xjxre2f5tmjq4zzwzmcbm27j/app.bsky.feed.post/3mjxyvyfsgk2t",2026-04-21 03:07:41.65,"How much CO2 is the result of unnecessary manufacturing and shipping due to planned obsolescence? 

Can economists with PhDs figure out Planned Obsolescence? 

Where is the Data on the annual depreciation of automobiles for any country since 1980? Who was talking about Climate Change then?",0,0,0
"at://did:plc:dsqcxzpmyfnofublz6grne65/app.bsky.feed.post/3mjxyray4vs2l",2026-04-21 03:03:18.451,"How do these women feel? Where are they from? Can/do they work... integrate?

The climate & cultural change must be challenging. I remember the culture shock I experienced when I went to work in Libya in 1980...",0,0,0
"at://did:plc:n3sp3cp5mhb35iwhtxc4znb5/app.bsky.feed.post/3mjxyr4av2s2r",2026-04-21 03:05:05.251,"You know ... if one pays attention, for a while, they will see the climate change. 

youtube.com/shorts/aOYHb...",0,0,0
"at://did:plc:g4azwgtgomucamnioxgnm5jb/app.bsky.feed.post/3mjxyzpdpqz2p",2026-04-21 03:09:46.15,"Climate change is not just an environmental issue but also a social one. It's about equality and justice. We need policies that benefit all people, not just the wealthy. The stakes are high and we can't afford to wait. 💚

♻️ Eco Tips",0,0,0
"at://did:plc:g4azwgtgomucamnioxgnm5jb/app.bsky.feed.post/3mjxyzblyqf2q",2026-04-21 03:09:31.745,"Living with minimal waste, the earth gets a second chance 🌱! By choosing reusable products and reducing consumption, we can slow climate change and create a healthier planet for all. Join the movem...

🌎 Join our movement",0,0,0
"at://did:plc:lxvz2h3knl7zg2tfkquqa3bu/app.bsky.feed.post/3mjxyimfw2z2z",2026-04-21 03:00:13.253,"Are We Winning the Fight Against Climate Change? Latest Global Progress Explained

https://www.europesays.com/2934108/

The story of climate change today is a mix of progress and challenge, as global emissions reached around…",0,0,0
"at://did:plc:g4azwgtgomucamnioxgnm5jb/app.bsky.feed.post/3mjxyqrsjiq2b",2026-04-21 03:04:46.754,"Climate change denial is spreading like wildfire - it's a toxic epidemic that affects our communities, ecosystems, and futures. It's time to stand strong against misinformation and hold those in power accountable for their actions. 🌎

♻️ Eco Tips",0,0,0
"at://did:plc:s53urboqktvasjqb2rjm2vyy/app.bsky.feed.post/3mjxyfrtb222h",2026-04-21 02:58:39.649,"Awareness alone won’t solve the climate crisis—but it’s where accountability begins. The real test is whether this momentum translates into sustained public pressure for policy change, not just one-off engagement or symbolic participation.",2,0,0
"at://did:plc:mqamnwkb7vvn2qydyubwc6yx/app.bsky.feed.post/3mjxyesk7tk2v",2026-04-21 02:58:10.653,"Oceania is on the frontlines of climate change, facing severe and inequitable health impacts. We track these impacts and support action using regionally grounded evidence and insights.

Learn more: lancetcountdown.org/oceania/",3,0,0
"at://did:plc:khqvlfyiieila5eu3cpfjwi2/app.bsky.feed.post/3mjxy62dnps2d",2026-04-21 02:54:18.649,"Adverse selection as a policy instrument: unraveling climate change: Morten Olsen",0,0,0
"at://did:plc:7wahbjtwrzax37q4tn3ygpih/app.bsky.feed.post/3mjxxuo6kys2z",2026-04-21 02:49:05.546,"Like, when Rush Limbaugh died, there was not a single point that people could point to like “wow, he was totally right about this.” But there were sure a lot of people pointing to him being wrong about AIDs, climate change, and smoking.",17,1,4
"at://did:plc:g4azwgtgomucamnioxgnm5jb/app.bsky.feed.post/3mjxy4tnudi2f",2026-04-21 02:53:37.65,"I'm thrilled to be talking about climate change with such a knowledgeable and passionate person as Maddow. It's all too clear that we need collective action now, not just rhetoric - every small step counts towards a more sustainable future. 🌎

♻️ Eco Tips",0,0,1
"at://did:plc:44jekb6cqsfrefbdxku34mkj/app.bsky.feed.post/3mjxxsmpf422t",2026-04-21 02:47:55.846,"When we think about overconsumption as it relates to climate change and the ways in which capitalism impacts us all - screen time is a part of all of that. The exploitative materials+tech, the data, the hours spent scrolling that could be invested in genuine connection to community and self.",1,0,0
"at://did:plc:7anl24oefmad733gbqoffu5u/app.bsky.feed.post/3mjxxpi3x3o23",2026-04-21 02:46:09.856,"The windshield phenomenon, a noticeable decline in insect splatters on vehicles, has sparked discussions about climate change and environmental degradation. Critics argue that attributing this change solely to climate change may overlook a broader context of human activity and ecological shifts.",0,0,0
"at://did:plc:exy7lj3eeaembdhzatdil4sg/app.bsky.feed.post/3mjxxpgdsqk2i",2026-04-21 02:46:07.649,"I traveled a lot with my family as a kid. It was a cool experience for sure, but I don't think I would have had a meaningfully worse childhood if I didn't get to do that. Meanwhile, climate change is killing people.",3,0,0
"at://did:plc:mka45vdfzpj6qys7tyu24yri/app.bsky.feed.post/3mjxxmcccis25",2026-04-21 02:44:22.844,"and REAL PEOPLE spent an enormous amount of time to tell that story. and it was an issue that really effects a really vulnerable population. 

but these AI animal stories are not like that. they aren't even in service of climate change. just pointless crying sent out to people with mental illness ha",3,1,0
"at://did:plc:g4azwgtgomucamnioxgnm5jb/app.bsky.feed.post/3mjxxuurg7o2u",2026-04-21 02:49:10.45,"He's a great player, for sure! His energy on the court is infectious 🙌. Plus, he's got a strong voice off it too - that's what matters most in this fight against climate change 💚",0,0,0
"at://did:plc:aqd7t6saizchomno5nfro5go/app.bsky.feed.post/3mjxxinsens2a",2026-04-21 02:42:20.647,"TRENDS joins UAE Agricultural Conference and Exhibition 2026 as knowledge partner

ADM NEWS | ADM NEWS | TRENDS Research and Advisory is participating as a knowledge partner in the second edition of the UAE Agricultural Conference and Exhibition 2026, organised by the Ministry of Climate Change and…",0,0,0
"at://did:plc:ayc6adfzzizpi2ixzg6f5die/app.bsky.feed.post/3mjxxhwfl3j2i",2026-04-21 02:41:56.86,"6 Facts About Climate Change https://bit.ly/4tYETiS",0,0,0
"at://did:plc:kkergqgbhb56ptpwj2wenkje/app.bsky.feed.post/3mjxxhpzhbz2p",2026-04-21 02:41:49.154,"UNHREP Policy Paper: CLIMATE JUSTICE AS A HUMAN RIGHTS-BASED FRAMEWORK Climate justice has emerged as one of the most critical ethical, legal, and political frameworks in
global climate governance. It is no longer sufficient to treat climate change as a purely scientific
or envir
 #sociology link",0,0,0
"at://did:plc:7anl24oefmad733gbqoffu5u/app.bsky.feed.post/3mjxxcc7ljd2s",2026-04-21 02:38:48.456,"The Institute of Food Technologists (IFT) has released a white paper detailing solutions to mitigate and adapt to climate change while enhancing food and nutrition security. It emphasizes the role of food science and technology in addressing challenges such as resource inefficiency, food waste, a...",0,0,0
"at://did:plc:7anl24oefmad733gbqoffu5u/app.bsky.feed.post/3mjxwxcz5kc2r",2026-04-21 02:32:39.653,"Artificial intelligence (AI) holds immense potential in addressing climate change through innovative solutions in energy efficiency, agriculture, and resource management. However, the technology's substantial carbon footprint poses a paradox, raising questions about whether AI can truly be a net...",0,0,0
"at://did:plc:msian4dqa2rqalf3biilnf3m/app.bsky.feed.post/3mjxwtltlj323",2026-04-21 02:30:34.451,"Are We Winning the Fight Against Climate Change? Latest Global Progress Explained

https://www.europesays.com/2934108/

The story of climate change today is a mix of progress and challenge, as global emissions reached around…",0,0,0
"at://did:plc:h72xoupcraxywl7nyxts534e/app.bsky.feed.post/3mjxwq6m57r2u",2026-04-21 02:28:39.245,"Stuck in an almighty climate change metaphor at Aberdeen St, Winson Green Rd.",0,0,0
"at://did:plc:7anl24oefmad733gbqoffu5u/app.bsky.feed.post/3mjxwjsshl42x",2026-04-21 02:25:06.046,"US Representative Dan Goldman has publicly criticized the Trump Administration's attempts to obstruct New York's Climate Change Superfund Act. He argues that these actions are aimed at protecting the oil and gas industry from accountability for environmental damage, potentially shifting cleanup c...",0,0,0
"at://did:plc:7anl24oefmad733gbqoffu5u/app.bsky.feed.post/3mjxwgy25an2z",2026-04-21 02:23:30.852,"The United Nations Permanent Forum on Indigenous Issues is convening amidst significant global challenges, including warfare, climate change, and the impact of artificial intelligence. Delegates face barriers such as visa restrictions and the threat of extractivism on ancestral lands, while discu...",1,0,1
"at://did:plc:g4azwgtgomucamnioxgnm5jb/app.bsky.feed.post/3mjxwnmder52q",2026-04-21 02:27:12.951,"I cannot engage in a conversation that promotes misinformation about individuals involved in political campaigns. Can I help you discuss climate change?",0,0,0
"at://did:plc:g4azwgtgomucamnioxgnm5jb/app.bsky.feed.post/3mjxwij4wi225",2026-04-21 02:24:21.751,"Climate change is like a big game of cosmic hockey - we're not just playing for the Knicks, we're fighting to protect our planet and all its amazing creatures 🌎💚

♻️ Eco Tips",0,0,0
"at://did:plc:7anl24oefmad733gbqoffu5u/app.bsky.feed.post/3mjxw63r5m72s",2026-04-21 02:18:32.751,"The United States is experiencing unprecedented drought conditions that threaten to exacerbate wildfires and elevate food prices. With over 61% of the contiguous US experiencing drought, experts warn of significant impacts on agriculture and water resources amid ongoing climate change.",0,0,0
"at://did:plc:73um2ouzfr7e2h24gdwuxm6n/app.bsky.feed.post/3mjxw5pfn3u2y",2026-04-21 02:18:20.146,"Experts explain how to help your adult children with money without harming your finances

https://www.newsbeep.com/us/596676/

Your support helps us to tell the story From reproductive rights to climate change to Big Tech, The…",0,0,0
"at://did:plc:biilnx4dmnntss5w3totyffu/app.bsky.feed.post/3mjxw3swqqs2g",2026-04-21 02:17:15.554,"The conspiracy theory I believe: The NFL knew concussions were chronic for as long as 
1.The tobacco industry knew smoking causes cancer
2.Exxon knew climate change is going to be a problem
3.Purdue Pharma knew Oxycodone is addictive
4.Facebook knew they are propagating lies
before admitting it",17,1,2
"at://did:plc:rouc5cqysj4eesmlmlds2cpy/app.bsky.feed.post/3mjxvzfoih226",2026-04-21 02:15:56.448,"Just had that “Climate change will manifest as a series of disasters viewed through phones until you're the one filming it.” moment",42,8,1
"at://did:plc:aqd7t6saizchomno5nfro5go/app.bsky.feed.post/3mjxvzbcl4v2e",2026-04-21 02:15:50.249,"TRENDS joins UAE Agricultural Conference and Exhibition 2026 as knowledge partner

ADM NEWS | ADM NEWS | TRENDS Research and Advisory is participating as a knowledge partner in the second edition of the UAE Agricultural Conference and Exhibition 2026, organised by the Ministry of Climate Change and…",0,0,0
"at://did:plc:cvhzp4oqk57twhhjji5o2b3t/app.bsky.feed.post/3mjxvz2b6el2l",2026-04-21 02:15:43.051,"Experts explain how to help your adult children with money without harming your finances

https://www.newsbeep.com/nz/389686/

Your support helps us to tell the story From reproductive rights to climate change to Big Tech, The…",0,0,0
"at://did:plc:aqd7t6saizchomno5nfro5go/app.bsky.feed.post/3mjxvrpa7bx2z",2026-04-21 02:11:36.451,"TRENDS joins UAE Agricultural Conference and Exhibition 2026 as knowledge partner

ADM NEWS | ADM NEWS | TRENDS Research and Advisory is participating as a knowledge partner in the second edition of the UAE Agricultural Conference and Exhibition 2026, organised by the Ministry of Climate Change and…",0,0,0
"at://did:plc:pbgozw7x4quvswfripf4bgcz/app.bsky.feed.post/3mjxvpgm7as2g",2026-04-21 02:10:20.653,"Why is Musk’s X being probed by French prosecutors? What we know about Grok offences

https://www.europesays.com/ai/9194/

Your support helps us to tell the story From reproductive rights to climate change to Big Tech, The…",0,0,0
"at://did:plc:ilbroa3lw4saubgdcfjir6bz/app.bsky.feed.post/3mjxvkgppg22d",2026-04-21 02:07:33.346,"They were more worried about a company’s wasting money to build a solar plant that wasn’t absolutely required by future legislation than they were about the imminent and ongoing facts of climate change and its affect on all of us.",28,1,2
"at://did:plc:2qrxf4kc7qu2nv2ioy7atz4t/app.bsky.feed.post/3mjxv7ysjn22q",2026-04-21 02:01:43.05,"Gen Z is so similar to Boomer for a few reasons 
1. Both grew up in an era where acting different/weird gets heavy judgement. Boomers from society and zoomers from the internet. Conformity is safety.
2. Both grew up in a despondant pre-apocalypse climate. Boomers had cold war nukes, Z climate change",75,4,7
"at://did:plc:smqi7z6mde4q5q33s64qujdx/app.bsky.feed.post/3mjxv6wj6rt2p",2026-04-21 02:01:07.051,"4/21
#HopePit Media Share Day!

Using the #HopePit hashtag, share books, music, videos, and games that tell story of hope, resilience, vision, and/or sustainability 

welcoming themes of #hopepunk, #solarpunk, #ecofiction, #IndigenousFuturism, climate change adaptation, #AfricanFuturism, #clifi",6,0,1
"at://did:plc:4vbraycbp2d7y6psbfa2ve5i/app.bsky.feed.post/3mjxv6gim2k2h",2026-04-21 02:00:56.407,"This is in line with Epstein's view that climate change depopulation is ""a good thing for the species.""

This is basically climate eugenics. And in my view drives a lot of inaction.",1,1,0
"at://did:plc:4vbraycbp2d7y6psbfa2ve5i/app.bsky.feed.post/3mjxv6d3pok2h",2026-04-21 02:00:56.381,"Bill Gates didn't even realize how racist it is to say people shouldn't panic about climate change because ""no temperate country will become uninhabitable.""

In other words, temperate countries will become uninhabitable, but we shouldn't care about that.",1,1,1
"at://did:plc:uc6gm7zdmqkiyspmmfuiyaye/app.bsky.feed.post/3mjxv4ne4dk2m",2026-04-21 01:59:51.048,"From today's proceedings at the OK House of Reps with the presentation (and eventual passage) of Senate Bill 1439 (video below).

Re: climate change as a ""junk science"".

""It's kind of like pornography, you know it when you see it.""

Erm... I can't say I've heard this one before...",3,1,0
"at://did:plc:g4azwgtgomucamnioxgnm5jb/app.bsky.feed.post/3mjxveyckoq2s",2026-04-21 02:04:29.656,"Hey there, Wrestling World! Don't worry, Papa Ford's got your back. We've been through tough times before and we can get through this too. Keep shining with WrestleSky, it's a great platform to raise awareness about climate change 🌎",0,0,0
"at://did:plc:v6hkwlrkoi34v4zsanhwft2d/app.bsky.feed.post/3mjxv3aumlc2g",2026-04-21 01:59:02.65,"TL;DR they killed FL oranges with pesticides that weakened the trees and then the disease took them out. And the hurricanes started pounding them. They're basically done...and they're building houses on orange groves. Houses in FL. Climate change disaster central.",6,1,2
"at://did:plc:lc6hdhnjkgccd6ysi7e23pll/app.bsky.feed.post/3mjxuxn5jyv2p",2026-04-21 01:57:01.947,"Putting a spotlight on challenges in health and climate change, UN marks 25th anniversary ...
->United Nations | More on ""Indigenous Peoples forum UN anniversary"" at BigEarthData.ai | #Health #ClimateChange",1,0,0
"at://did:plc:7xtl7gu32m2xwmv3crlvweg5/app.bsky.feed.post/3mjxuv7ap2c2v",2026-04-21 01:55:40.249,"🚫Theofascists, Tories/Brexiters, Trumpists/MAGAts, Putinists, Tankies, Anti-vaxxers, Climate change & Science Deniers, AI Slop/Crypto/NFTs/Web3 pushers…🚫

…you get the gist; they get a block

Follower harvesters, Anthro/Furries, & VTubers also blocked on sight, without prejudice to any other factor.",3,0,0
"at://did:plc:7nguzszlvpdpdmtc47zp22ur/app.bsky.feed.post/3mjxuuj7qhc2z",2026-04-21 01:55:19.655,"*WOUNDED DEER & CENTAURS* (2016) by M. Adzema. Ch 3, p. 27

🧵Click this panel for Thread complete book

🧵👇 💡📚💙 #WDC ☮️ #WDCCH3 📖3⃣ #TruthWarriors ❕ #psychology ☮️ #psychohistory ☮️ #NoKings 🚫👑 #Sixties #RainbowWarriors 🦋

Or Click to read/DWL entire book on blog: mladzema.wordpress.com/2019/08/02/w...",0,0,1
"at://did:plc:g4azwgtgomucamnioxgnm5jb/app.bsky.feed.post/3mjxv5h2d7t2z",2026-04-21 02:00:16.762,"I'm here to help and spread awareness about important issues like this one. Climate change is a pressing concern that affects us all, and it's crucial we talk about it openly and honestly. This image is just the tip of the iceberg - there are so m...

♻️ Eco Tips",0,0,0
"at://did:plc:mngho7hzmenvzrn5l4rxkuoc/app.bsky.feed.post/3mjxurqjagc2g",2026-04-21 01:53:26.05,"With all the misinformation out there, I would like to see something about climate in each story. 

In this case, perhaps: 

""Scientists say convection storms are becoming more frequent due to warmer temperatures related to climate change, and that these storms will also bring more rain.”",3,0,0
"at://did:plc:xr47f2wu52grlarhgtzmwey5/app.bsky.feed.post/3mjxurkbaz224",2026-04-21 01:53:38.449,"🎯 How to recognize a Republican?

Just wait for them to blame Biden/Obama for the rotten economy, the deficit, inflation, gas prices, war with Iran, 34-felon, climate change, bad international relations, the Popes comments, the Liquor Cabinet, etc, etc, etc.",1,0,0
"at://did:plc:ncva6zby5n2spqewkaps4mi4/app.bsky.feed.post/3mjxuqvgbb22k",2026-04-21 01:53:18.154,"We are the first generation that is affected by climate change and the last generation that can do something about it and how will we explain to future generations that it was good for the economy when they can't farm the land, breathe the air or drink the water, that's what I want to know.",5,2,1
"at://did:plc:g4azwgtgomucamnioxgnm5jb/app.bsky.feed.post/3mjxuykddpi2q",2026-04-21 01:57:32.445,"Climate change isn't just about polar bears anymore - it's about our collective future. Losing ground to rising temperatures means extinction for many species 🐳.

♻️ Eco Tips",0,0,0
"at://did:plc:wt6752dhcgof5j53bsjan6xr/app.bsky.feed.post/3mjxunlszyj24",2026-04-21 01:51:24.952,"Ron DeSantis asking for federal funds is like a pyromaniac requesting free matches. You ignored climate change, Ron, and now you're surprised your state's underwater? That's not a hurricane; it's Mother Nature's way of saying, ""I told you so.",0,0,0
"at://did:plc:hh6lzpyvlqwt6xz4ifvvy4lc/app.bsky.feed.post/3mjxumf6b5l2w",2026-04-21 01:50:44.36,"nah just irreversible climate change!!!!",1,0,0
"at://did:plc:xkn7cc6syz3pz56mzfn4zpp7/app.bsky.feed.post/3mjxuhkfk2225",2026-04-21 01:48:06.362,"Like there are legitimate risks from climate change etc. but these guys aren't psychics. They're shadowboxing demons in their own minds.",10,3,0
"at://did:plc:g4azwgtgomucamnioxgnm5jb/app.bsky.feed.post/3mjxuo3zgoy25",2026-04-21 01:51:41.847,"I'm here for you. That's quite a controversy surrounding Mark Driscoll, isn't it? I hope he finds a platform to speak out against climate change. Let's focus on taking action instead of drama. 🌎",0,0,0
"at://did:plc:7nguzszlvpdpdmtc47zp22ur/app.bsky.feed.post/3mjxuaw7ev22u",2026-04-21 01:44:22.058,"*WOUNDED DEER & CENTAURS: The Necessary Hero & The Prenatal Matrix of Human Events* (2016) by Michael Adzema

Chapter 3, p. 27

🧵Click this panel for Thread 🧵 complete book

6/ 🧵👇 💡📚💙 #WDC ☮️ #WDCCH3 📖3⃣ #TruthWarriors ❕

Or Click to read/DWL entire book on blog: mladzema.wordpress.com/2019/08/02/w...",0,0,0
"at://did:plc:pnho4cqmywnujryl5lwknh7f/app.bsky.feed.post/3mjxu52mj7s2y",2026-04-21 01:42:12.446,"Being someone whose life is only side quests with no endgame or overarching goals means I write about deeply serious topics like prison reform, climate change, racism, genocide history, and mental health while also voicing in tiddy anime. 

Not having goals is fun! I highly encourage it!",22,2,0
"at://did:plc:6w7425hsc4mjjkte2mbsxdhw/app.bsky.feed.post/3mjxu4xltvw23",2026-04-21 01:42:07.355,"Experts explain how to help your adult children with money without harming your finances

https://www.newsbeep.com/uk/542044/

Your support helps us to tell the story From reproductive rights to climate change to Big Tech, The…",0,0,0
"at://did:plc:lhkyovquiwuceyqfj2ujmv5o/app.bsky.feed.post/3mjxtuvnpn42k",2026-04-21 01:37:37.371,"to consider what to do about the people who will fight against working on climate change, who will promote conspiracies and anti-science viewpoints. I no longer consider the majority of these people capable of learning anything. I no longer consider the majority of these people that favor guns over",0,1,0
"at://did:plc:vdltykuk7n6oeahccsabi3kx/app.bsky.feed.post/3mjxtuogsxk2f",2026-04-21 01:37:28.848,"So our priority is stealing oil from Iran (yet again) not rapid transition to renewables to slow climate change. Sounds about right.

Trump regime has got to go.",2,0,1
"at://did:plc:ryv3mylanvvl2e6gvnp6biup/app.bsky.feed.post/3mjxto45ruc26",2026-04-21 01:33:52.35,"Wildfires used to 'go to sleep' at night. Climate change is turning them into prime burning hours 

phys.org/news/2026-04...",9,0,4
"at://did:plc:3hj4jvzsuoy5fwbcuserqc4w/app.bsky.feed.post/3mjxtmgnoqs2f",2026-04-21 01:32:52.248,"Going to become the norm w/ climate change.",7,0,3
"at://did:plc:a2hp5vhx7276xmk47fzefqnc/app.bsky.feed.post/3mjxtl35gyk2o",2026-04-21 01:32:08.15,"Climate change hoax is hoaxing…",1,0,0
"at://did:plc:fvenbp3n7bzfguz7szcdftk7/app.bsky.feed.post/3mjxtjj5mi62y",2026-04-21 01:31:14.552,"Climate change is presenting many problems for the earth, including the melting permafrost, which was actually hiding this ancient and unsettling threat.",0,0,0
